City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
176,furstenwalde,52.3667,14.0667,-2.73,-6.99,34,2.23,DE,1675830111
177,caninde,-4.3589,-39.3117,21.62,21.62,98,0.83,BR,1675830067
178,talnakh,69.4865,88.3972,-23.53,-23.53,97,3.09,RU,1675829443
179,husavik,66.0449,-17.3389,-4.83,-4.83,87,7.83,IS,1675829810
180,pak phanang,8.3511,100.202,32.01,31.69,73,3.41,TH,1675830112
181,kirakira,-10.4544,161.9205,27.81,27.81,100,4.15,SB,1675830112
182,san carlos de bariloche,-41.1456,-71.3082,14.02,12.86,0,2.06,AR,1675830113
183,baykit,61.67,96.37,-13.97,-13.97,100,0.96,RU,1675829754
184,pontes e lacerda,-15.2261,-59.3353,21.73,21.73,91,0.72,BR,1675829747
185,broken hill,-31.95,141.4333,31.46,31.46,0,5.33,AU,1675830073
186,asau,46.4333,26.4,-5.49,-5.49,98,2.27,RO,1675829796
187,khatanga,71.9667,102.5,-43.9,-43.9,63,1.4,RU,1675829743
188,neuquen,-38.9516,-68.0591,22.94,22.94,0,5.14,AR,1675829928
189,maiduguri,11.8464,13.1603,18.96,18.96,100,3.75,NG,1675830115
190,srednekolymsk,67.45,153.6833,-32.4,-32.4,100,2.4,RU,1675829867
191,hamilton,39.1834,-84.5333,10.6,8.05,100,2.57,US,1675829765
192,tiznit,29.5833,-9.5,6.67,6.67,0,0.59,MA,1675829911
193,altay,47.8667,88.1167,-5.79,-5.79,100,0.94,CN,1675829914
194,margate,51.3813,1.3862,4.01,4.01,50,1.18,GB,1675830117
195,corinth,37.9407,22.9573,5.5,3.27,93,1.68,GR,1675830117
196,makakilo city,21.3469,-158.0858,25.18,22.21,20,7.72,US,1675829884
197,sao joao da barra,-21.6403,-41.0511,23.14,23.14,100,1.57,BR,1675829500
198,kiboga,0.9161,31.7742,17.69,17.69,40,0.9,UG,1675830118
199,abu dhabi,24.4667,54.3667,22.01,20.06,0,1.03,AE,1675830118
200,ponta do sol,32.6667,-17.1,15.4,12.85,34,3.58,PT,1675829831
201,chokurdakh,70.6333,147.9167,-37.27,-37.27,100,1.55,RU,1675829804
202,gushikawa,26.3544,127.8686,22.77,20.35,40,4.63,JP,1675830120
203,dawei,14.0833,98.2,31.62,31.62,4,2.45,MM,1675830120
204,san patricio,28.017,-97.5169,22.16,19.91,93,5.26,US,1675829810
205,ilhabela,-23.7781,-45.3581,23.75,23.75,93,2.46,BR,1675830121
206,chato,-2.6378,31.7669,18.54,18.54,87,0.89,TZ,1675830121
207,jian,27.1172,114.9793,11.9,11.9,100,1.39,CN,1675830122
208,zhigansk,66.7697,123.3711,-42.73,-42.73,100,2.98,RU,1675829744
209,port lincoln,-34.7333,135.8667,24.39,24.39,33,4.11,AU,1675829740
210,egvekinot,66.3167,-179.1667,-30.3,-30.3,89,3.88,RU,1675829989
211,sao felix do xingu,-6.6447,-51.995,21.54,21.54,85,0.33,BR,1675830105
212,kisesa,-3.0833,34.15,17.5,17.5,99,2.75,TZ,1675830124
213,kaitangata,-46.2817,169.8464,14.92,14.92,21,6.62,NZ,1675829519
214,beyneu,45.3167,55.2,-3.24,-3.24,100,9.78,KZ,1675829779
215,corrales,35.2378,-106.6067,1.77,-0.44,100,1.54,US,1675830125
216,atambua,-9.1061,124.8925,27.74,27.74,56,2.17,ID,1675830125
217,kirovskiy,45.0917,133.5136,-11.46,-11.46,86,2.38,RU,1675830126
218,champerico,14.3,-91.9167,25.31,25.31,6,1.49,GT,1675830126
219,kidal,18.4411,1.4078,23.03,23.03,85,3.76,ML,1675830127
220,ostrovnoy,68.0531,39.5131,-1.61,-1.61,10,8.9,RU,1675829891
221,norfolk,42.1668,-71.2495,1.08,-0.77,100,3.13,US,1675829968
222,south venice,27.0531,-82.4243,20.01,16.82,40,4.63,US,1675830128
223,grootfontein,-19.5667,18.1167,16.76,16.76,40,1.54,NA,1675830128
224,tuktoyaktuk,69.4541,-133.0374,-28.88,-28.88,100,1.95,CA,1675829730
225,kauhajoki,62.4333,22.1833,-1.01,-1.05,100,0.45,FI,1675830129
226,bang phae,13.6916,99.9298,33.89,30.52,18,1.31,TH,1675830130
227,svetlaya,46.5389,138.3297,-7.19,-7.19,30,6.04,RU,1675830130
228,conde,-7.2597,-34.9075,23.7,23.7,0,3.09,BR,1675830131
229,great falls,47.5002,-111.3008,6.9,5.37,0,10.8,US,1675830009
230,ahipara,-35.1667,173.1667,21.85,21.85,22,4.04,NZ,1675829805
231,kanigoro,-8.13,112.219,25.29,25.29,100,2.98,ID,1675830132
232,cabedelo,-6.9811,-34.8339,24.37,24.37,99,3.83,BR,1675829992
233,manono,-7.3,27.4167,19.53,19.53,99,1.1,CD,1675830133
234,gizo,-8.103,156.8419,28.99,28.99,100,5.48,SB,1675829809
235,san jeronimo,-11.9472,-75.2829,9.8,9.8,81,1.5,PE,1675830051
236,chara,56.9064,118.2631,-19.22,-19.22,82,1.29,RU,1675829809
237,kharp,66.8014,65.8081,-15.57,-15.57,100,3.54,RU,1675830135
238,imeni poliny osipenko,52.4201,136.4853,-21.92,-21.92,46,3.33,RU,1675830136
239,tashtagol,52.7657,87.8894,-5.95,-5.95,100,1.3,RU,1675830088
240,wajima,37.4,136.9,4.38,4.38,75,2.06,JP,1675830137
241,dunedin,-45.8742,170.5036,16.06,16.06,63,7.89,NZ,1675830007
242,leshukonskoye,64.8989,45.7622,0.86,0.86,100,3.85,RU,1675830138
243,lewiston,44.1003,-70.2148,-1.46,-4.97,100,0.45,US,1675830139
244,yulara,-25.2406,130.9889,37.87,37.87,0,4.58,AU,1675829986
245,eirunepe,-6.6603,-69.8736,21.89,21.89,77,0.43,BR,1675830140
246,honningsvag,70.9821,25.9704,0.86,0.86,69,10.29,NO,1675829843
247,tucurui,-3.7661,-49.6725,22.67,22.67,100,1.34,BR,1675830087
248,te anau,-45.4167,167.7167,13.44,13.44,43,4.9,NZ,1675829827
249,cesme,38.3228,26.3064,3.84,3.84,40,6.69,TR,1675830141
250,port hardy,50.6996,-127.4199,3.1,3.1,75,1.54,CA,1675829876
251,mehamn,71.0357,27.8492,0.97,0.95,0,8.23,NO,1675829817
252,fairlie,55.756,-4.8556,8.01,6.95,33,3.13,GB,1675830142
253,izumo,35.3667,132.7667,10.94,9.97,40,3.6,JP,1675829847
254,banjar,-8.19,114.9675,29.11,29.11,96,1.21,ID,1675830143
255,murindo,6.9848,-76.7544,23.69,23.69,96,1.08,CO,1675830144
256,labuhan,-6.8844,112.2051,25.55,25.55,100,2.96,ID,1675829870
257,nha trang,12.25,109.1833,29.0,29.0,23,2.94,VN,1675829993
258,vila velha,-20.3297,-40.2925,25.53,24.97,40,0.0,BR,1675829828
259,la ronge,55.1001,-105.2842,-1.86,-1.88,0,4.12,CA,1675829801
260,kibondo,-3.5864,30.7203,14.71,14.71,80,1.28,TZ,1675830145
261,listvyanka,51.8535,104.8693,-10.99,-10.99,37,0.69,RU,1675830146
262,edd,13.9297,41.6925,24.27,24.27,53,0.81,ER,1675830146
263,sitka,57.0531,-135.33,1.94,1.94,75,0.0,US,1675829792
264,meybod,32.2501,54.0166,11.01,11.01,0,6.56,IR,1675830147
265,campbellton,48.0075,-66.6727,-7.75,-7.75,100,1.88,CA,1675830148
266,tsuruga,35.6455,136.0558,8.01,8.01,65,5.04,JP,1675830148
267,havelock,34.8791,-76.9013,11.97,6.0,0,2.57,US,1675830108
268,novyy urgal,51.0736,132.5642,-25.8,-25.8,83,0.39,RU,1675830149
269,hulyaypole,47.6653,36.2578,-7.81,-7.81,76,7.81,UA,1675830150
270,kawerau,-38.1,176.7,28.39,25.77,64,1.79,NZ,1675830151
271,trairi,-3.2778,-39.2689,25.31,25.31,100,3.65,BR,1675829969
272,roebourne,-20.7833,117.1333,35.1,35.1,55,5.57,AU,1675829746
273,ecoporanga,-18.3733,-40.8306,21.49,21.49,94,0.98,BR,1675830152
274,mount gambier,-37.8333,140.7667,23.11,23.11,12,5.48,AU,1675829604
275,suez,29.9737,32.5263,8.09,8.09,7,1.16,EG,1675830051
276,goundam,16.4145,-3.6708,21.48,21.48,75,5.31,ML,1675830153
277,hudson bay,52.85,-102.3842,-3.62,-3.62,12,2.99,CA,1675830153
278,vieste,41.8825,16.175,5.83,5.83,20,6.25,IT,1675830154
279,huarmey,-10.0681,-78.1522,22.42,22.42,8,2.38,PE,1675829850
280,iwanai,42.9744,140.5089,-1.38,-1.38,100,4.27,JP,1675830154
281,baruun-urt,46.6806,113.2792,-13.58,-13.58,3,4.55,MN,1675830155
282,udachnyy,66.4167,112.4,-34.2,-34.2,90,1.03,RU,1675830155
283,puri,19.8,85.85,25.29,25.29,33,4.69,IN,1675829924
284,liverpool,53.4106,-2.9779,5.16,-0.51,20,2.06,GB,1675829950
285,hoopstad,-27.8327,25.9083,18.27,18.27,100,3.01,ZA,1675830156
286,sangar,63.9242,127.4739,-37.04,-37.04,100,1.29,RU,1675830007
287,shar,49.5886,81.0453,-15.3,-15.3,100,0.48,KZ,1675830157
288,narsaq,60.9167,-46.05,-20.88,-20.88,16,4.1,GL,1675829799
289,akyab,20.15,92.9,23.89,23.89,1,1.69,MM,1675829871
290,sitio novo do tocantins,-5.5183,-47.4611,24.96,24.96,20,1.03,BR,1675829995
291,tigzirt,36.8886,4.1198,11.44,11.44,100,2.96,DZ,1675830159
292,urucara,-2.5364,-57.76,23.16,23.16,100,0.11,BR,1675830159
293,nacala,-14.5428,40.6728,24.12,24.12,82,2.95,MZ,1675830160
294,jizan,17.3333,42.6667,23.52,23.52,4,1.88,SA,1675830160
295,fort nelson,58.8053,-122.7002,-13.91,-13.91,20,1.54,CA,1675829654
296,steamboat springs,40.485,-106.8317,-9.69,-14.81,0,0.0,US,1675830133
297,kruisfontein,-34.0033,24.7314,18.27,18.27,99,1.64,ZA,1675829617
298,juneau,58.3019,-134.4197,1.23,-1.05,100,1.54,US,1675829887
299,saint-joseph,-21.3667,55.6167,27.21,27.21,80,5.73,RE,1675829755
300,traverse city,44.7631,-85.6206,2.11,-1.12,0,3.09,US,1675830162
301,la romana,18.4273,-68.9728,21.89,21.89,0,4.63,DO,1675830163
302,poya,-21.35,165.15,28.13,28.13,93,0.45,NC,1675830163
303,razole,16.4833,81.8333,26.88,26.88,100,0.89,IN,1675829900
304,palmeira,-25.4294,-50.0064,15.96,15.96,14,1.28,BR,1675830164
305,adrar,20.5022,-10.0711,13.87,13.87,93,4.82,MR,1675829634
306,paulo afonso,-9.4061,-38.2147,21.4,21.4,95,2.64,BR,1675830165
307,wanning,18.8003,110.3967,25.35,25.35,32,3.71,CN,1675830064
308,bonthe,7.5264,-12.505,23.95,23.95,25,1.43,SL,1675830000
309,fomboni,-12.28,43.7425,27.89,27.89,100,6.42,KM,1675830166
310,port hedland,-20.3167,118.5667,35.03,35.03,34,5.14,AU,1675829722
311,buraydah,26.326,43.975,8.25,8.25,100,3.29,SA,1675830056
312,sulangan,11.1373,123.7228,26.63,26.63,100,5.41,PH,1675830167
313,yakeshi,49.2833,120.7333,-17.46,-17.46,100,2.21,CN,1675830167
314,paullo,45.4187,9.3977,2.05,-2.29,3,0.62,IT,1675830168
315,rio grande,-32.035,-52.0986,23.34,23.34,0,6.68,BR,1675830067
316,oxford,51.7522,-1.256,-0.98,-7.08,2,0.51,GB,1675830038
317,hessisch lichtenau,51.2,9.7167,-3.6,-6.54,41,1.18,DE,1675830169
318,longyan,25.1072,117.0225,19.53,19.53,97,1.17,CN,1675830169
319,dogondoutchi,13.6393,4.0287,22.07,22.07,100,4.66,NE,1675830170
320,oskarshamn,57.2645,16.4484,2.21,2.21,100,3.85,SE,1675830170
321,kisangani,0.5167,25.2,23.28,23.28,100,1.11,CD,1675830022
322,sant pere de ribes,41.2667,1.7667,9.25,6.88,91,3.13,ES,1675830171
323,oswego,43.4501,-76.1497,7.17,3.95,99,3.13,US,1675830171
324,surt,31.2089,16.5887,11.77,11.77,100,6.59,LY,1675830172
325,valdosta,30.8327,-83.2785,16.95,14.27,40,2.57,US,1675830172
326,manokwari,-0.8667,134.0833,26.51,26.51,100,1.12,ID,1675830173
327,maturin,9.75,-63.1767,21.02,21.02,8,2.29,VE,1675829863
328,baglung,28.2719,83.5898,16.87,16.87,9,1.5,NP,1675830173
329,yerbogachen,61.2767,108.0108,-24.04,-24.04,99,1.1,RU,1675830093
330,gazanjyk,39.2446,55.5154,9.13,9.13,100,4.0,TM,1675830174
331,homer,59.6425,-151.5483,-4.06,-6.09,75,7.72,US,1675829892
332,carutapera,-1.195,-46.02,24.02,24.02,100,1.77,BR,1675830175
333,la baule-escoublac,47.2922,-2.364,0.81,-0.16,0,3.09,FR,1675830175
334,naduvattam,11.4833,76.5667,19.42,19.42,31,1.75,IN,1675830176
335,richards bay,-28.783,32.0377,22.65,22.65,33,3.5,ZA,1675830027
336,druskininkai,54.0167,23.9667,-1.75,-1.75,44,1.85,LT,1675830176
337,nelson bay,-32.7167,152.15,28.03,26.11,39,7.15,AU,1675829873
338,kerman,30.2832,57.0788,10.92,10.92,75,5.14,IR,1675830177
339,gat,31.61,34.7642,9.49,7.1,44,6.11,IL,1675829817
340,padre bernardo,-15.35,-48.5,20.21,20.21,83,0.8,BR,1675830178
341,iquitos,-3.7481,-73.2472,25.02,25.02,75,3.09,PE,1675830178
342,lieksa,63.3167,30.0167,-0.2,-0.2,100,2.62,FI,1675830178
343,jinchang,38.4953,102.1739,-0.33,-0.33,100,1.36,CN,1675830078
344,duverge,18.3784,-71.5247,22.13,22.13,0,0.58,DO,1675830179
345,ouesso,1.6136,16.0517,19.59,19.59,47,1.21,CG,1675830179
346,harrisonburg,38.4496,-78.8689,9.65,6.38,99,2.22,US,1675830136
347,biltine,14.5333,20.9167,18.56,18.56,89,7.87,TD,1675829872
348,kozhevnikovo,56.2589,83.9714,-14.65,-14.65,98,2.78,RU,1675830180
349,oildale,35.4197,-119.0195,13.82,9.01,0,3.09,US,1675830181
350,liberal,37.0431,-100.921,1.58,1.08,40,1.54,US,1675830097
351,basco,20.4487,121.9702,25.14,25.14,16,8.18,PH,1675830182
352,makasar,-5.14,119.4221,28.03,28.03,20,2.57,ID,1675830183
353,mackay,-21.15,149.2,28.71,28.71,94,10.33,AU,1675829861
354,faanui,-16.4833,-151.75,27.22,27.22,25,5.21,PF,1675829574
355,port-gentil,-0.7193,8.7815,27.04,27.04,94,4.27,GA,1675829851
356,otorohanga,-38.1833,175.2,23.52,23.43,51,4.4,NZ,1675830184
357,itarema,-2.9248,-39.9167,25.16,25.16,100,3.81,BR,1675830185
358,coquimbo,-29.9533,-71.3436,17.85,17.85,100,2.57,CL,1675829515
359,alice springs,-23.7,133.8833,34.75,34.75,40,5.66,AU,1675829998
360,touros,-5.1989,-35.4608,25.09,25.09,100,5.39,BR,1675829819
361,saldanha,-33.0117,17.9442,17.47,17.47,0,4.65,ZA,1675829759
362,camalu,30.85,-116.0667,14.17,14.17,0,1.0,MX,1675830187
363,tilichiki,60.4667,166.1,-28.49,-28.49,63,4.3,RU,1675829797
364,kahului,20.8947,-156.47,24.36,22.76,40,8.23,US,1675829598
365,dinghai,26.2847,119.7936,10.51,10.51,100,7.49,CN,1675830188
366,ranong,9.9658,98.6348,32.96,32.96,11,1.26,TH,1675830038
367,bambous virieux,-20.3428,57.7575,27.14,26.79,40,5.14,MU,1675829625
368,christchurch,-43.5333,172.6333,23.56,20.82,20,6.69,NZ,1675829712
369,port huron,42.9709,-82.4249,3.34,2.25,100,3.6,US,1675830189
370,cabalitian,16.0883,120.7922,32.05,32.05,31,1.63,PH,1675830190
371,ancud,-41.8697,-73.8203,12.96,12.96,2,1.9,CL,1675829842
372,matara,5.9485,80.5353,26.2,26.2,93,3.29,LK,1675830190
373,singaraja,-8.112,115.0882,28.38,28.38,97,3.0,ID,1675830191
374,lola,7.8,-8.5333,20.9,20.9,81,0.89,GN,1675830192
375,yarensk,62.1675,49.0916,-4.85,-4.85,100,4.11,RU,1675830193
376,belaya gora,68.5333,146.4167,-40.86,-40.86,74,1.25,RU,1675830193
377,kuytun,54.3419,101.5036,-14.1,-14.1,100,1.46,RU,1675830194
378,puerto maldonado,-12.6,-69.1833,22.03,22.03,74,0.7,PE,1675830194
379,jacareacanga,-6.2222,-57.7528,22.84,22.84,97,0.31,BR,1675829946
380,taseyevo,57.2169,94.8978,-7.09,-7.09,100,2.77,RU,1675830195
381,yabrud,33.9674,36.6574,-3.02,-3.02,42,1.36,SY,1675830195
382,wasilla,61.5814,-149.4394,-2.26,-6.4,100,3.6,US,1675830196
383,saint-gaudens,43.0833,0.6667,1.68,1.68,43,1.31,FR,1675830196
384,kungurtug,50.5994,97.5228,-15.58,-15.58,29,0.49,RU,1675830128
385,arlit,18.7369,7.3853,20.47,20.47,100,1.7,NE,1675830150
386,alma,48.5501,-71.6491,-4.39,-4.39,100,2.14,CA,1675829740
387,tyrma,50.0833,132.1667,-19.8,-19.8,11,2.18,RU,1675830197
388,bandarbeyla,9.4942,50.8122,25.23,25.23,99,5.85,SO,1675829690
389,matamoros,25.5333,-103.25,19.06,18.39,40,0.0,MX,1675830198
390,asbe teferi,9.0833,40.8667,14.47,14.47,0,1.44,ET,1675830199
391,pochutla,15.7432,-96.4661,23.23,23.23,0,1.95,MX,1675830199
392,emporia,38.4039,-96.1817,2.11,2.11,0,0.0,US,1675830196
393,presidencia roque saenz pena,-26.7852,-60.4388,28.01,28.01,37,2.56,AR,1675830200
394,pangnirtung,66.1451,-65.7125,-33.91,-33.91,5,2.44,CA,1675829880
395,olean,42.0776,-78.4297,8.32,0.53,83,4.96,US,1675830201
396,ntungamo,-0.8833,29.65,19.02,19.02,74,1.57,UG,1675830201
397,bengkulu,-3.8004,102.2655,29.4,29.4,74,3.85,ID,1675829750
398,iskateley,67.6803,53.1512,0.58,0.58,88,10.31,RU,1675829833
399,rio grande city,26.3798,-98.8203,22.84,22.84,53,7.37,US,1675830202
400,timra,62.487,17.3257,-7.18,-7.18,72,1.03,SE,1675830203
401,jalu,29.0331,21.5482,8.74,8.74,81,2.77,LY,1675829595
402,vila franca do campo,37.7167,-25.4333,12.23,12.23,88,4.54,PT,1675829832
403,vao,-22.6667,167.4833,26.8,26.8,41,6.2,NC,1675829988
404,broome,42.2506,-75.833,3.81,0.86,75,4.63,US,1675829880
405,sakakah,29.9697,40.2064,7.76,7.76,24,8.39,SA,1675830204
406,pandaria,22.2333,81.4167,25.34,25.34,1,2.44,IN,1675830205
407,belokurikha,51.9959,84.9896,-7.88,-7.88,100,0.65,RU,1675830164
408,gambela,8.25,34.5833,23.48,23.48,16,1.36,ET,1675830090
409,chateaubelair,13.2833,-61.25,24.02,24.02,99,6.04,VC,1675830206
410,simoes,-7.5989,-40.8178,21.18,21.18,84,2.47,BR,1675830206
411,anloga,5.7947,0.8973,26.7,26.7,29,4.76,GH,1675829736
412,kipini,-2.5257,40.5262,25.16,25.16,65,2.87,KE,1675830207
413,zhob,31.3411,69.4481,10.84,10.84,94,1.58,PK,1675830208
414,nova vicosa,-17.8919,-39.3719,24.44,24.44,25,3.62,BR,1675830208
415,korla,41.7597,86.1469,0.52,0.52,13,1.83,CN,1675830209
416,blythe,33.6103,-114.5964,12.25,12.25,0,3.6,US,1675830210
417,haverfordwest,51.8017,-4.9691,1.77,0.87,9,4.19,GB,1675830210
418,green river,41.5286,-109.4662,-3.78,-3.78,7,2.49,US,1675830211
419,douentza,14.9951,-2.9517,22.45,22.45,77,0.86,ML,1675829850
420,kieta,-6.2167,155.6333,29.81,29.81,35,3.74,PG,1675830084
421,itaquyry,-24.9333,-55.2167,21.66,21.66,64,1.4,PY,1675830212
422,xiongzhou,25.1167,114.3,15.16,15.16,98,1.29,CN,1675830213
423,hervey bay,-25.2986,152.8535,26.94,26.94,77,8.67,AU,1675830202
424,port hawkesbury,45.6169,-61.3485,-1.57,-5.79,100,4.63,CA,1675830214
425,tateyama,34.9833,139.8667,10.25,10.25,97,6.51,JP,1675830214
426,ponta delgada,37.7333,-25.6667,12.4,12.4,40,3.6,PT,1675830215
